,Number of new latrines to build,Number of latrines to maintain,Number of new wells to drill,Number of wells to repair,Availability HWT,HW stations to build,percentage of infants to vaccinate,Access to tmt,percent adults given MDA,percent youth given Albendazole,Mortality,Morbidity,Timeliness,CapEx,OpEx
223,2484,617,1437,15,3,98,4,31,5,64,298592.125,87128.875,-0.1365886628627777,7793430495232.0,468634075136.0
224,65,1405,1361,54,3,882,5,62,54,95,220322.25,80864.4140625,-0.17657412588596344,7011809886208.0,709626691584.0
225,6041,2022,113,15,0,2916,8,95,18,61,156331.65625,88799.4765625,-0.0266144797205925,1736553005056.0,605907976192.0
226,6055,2682,185,62,3,5551,5,35,19,8,291450.03125,98276.59375,-0.07130129635334015,2203755216896.0,415671910400.0
227,1643,1441,283,32,3,5284,9,100,9,37,131051.3203125,92456.7109375,-0.10759423673152924,1927733837824.0,747856134144.0
228,7353,538,1625,17,0,5198,5,87,9,41,179594.375,92739.71875,-0.003877724753692746,9789631365120.0,509309124608.0
229,134,2474,5,153,0,608,5,51,13,11,281789.5,98806.515625,0.038123730570077896,71106560000.0,565873999872.0
230,2630,1889,1337,22,2,6294,5,52,10,90,251744.765625,82117.984375,-0.155328631401062,7532875612160.0,550150602752.0
231,7065,2457,837,45,3,2919,2,3,2,24,370075.6875,95119.15625,-0.08913777023553848,5621799190528.0,294104006656.0
232,3158,2601,594,19,1,6181,3,55,10,17,259119.5,97315.6875,-0.028682876378297806,3816507572224.0,414176083968.0
233,7065,3097,698,17,3,5168,1,4,5,10,368378.46875,97887.640625,-0.07305548340082169,4992163905536.0,250688897024.0
234,3972,1986,38,72,59,4761,95,99,30,99,127163.796875,79918.8125,-0.19569548964500427,1059686973440.0,3116076892160.0
235,3588,3997,989,55,27,4754,95,98,22,93,129847.234375,81125.3125,-0.1881561130285263,5861705515008.0,2029629603840.0
236,3076,1795,37,1975,32,4763,95,96,18,99,134534.09375,79920.8984375,-0.19558924436569214,898664366080.0,3911978582016.0
237,2165,2649,390,17,3,1129,5,0,13,56,375800.6875,88715.65625,-0.12776386737823486,2414869479424.0,333406732288.0
238,4252,1501,1345,15,3,5329,2,42,13,45,272137.71875,90853.0625,-0.11683350801467896,7820988645376.0,444249833472.0
239,2168,1441,793,0,3,923,5,53,10,28,245763.6875,94359.25,-0.092462919652462,4471236067328.0,498708676608.0
240,7103,89,569,1,0,6391,7,64,2,3,245800.25,100271.90625,0.04272709786891937,4382913986560.0,385874657280.0
241,5543,1049,769,15,3,6948,5,62,49,62,221605.59375,87413.15625,-0.1391594260931015,5155669409792.0,561130635264.0
242,6022,1057,123,97,3,4311,7,49,21,49,254453.421875,90056.65625,-0.12210563570261002,1835335155712.0,563731693568.0
243,4710,3097,582,15,3,2819,1,56,57,58,236826.625,88273.421875,-0.1317751407623291,3902594088960.0,512107675648.0
244,2113,2621,565,14,0,3872,6,19,5,88,367113.9375,83419.4609375,-0.060463156551122665,3401881747456.0,359868432384.0
245,3700,526,1645,48,0,1369,2,2,2,32,417357.09375,94609.65625,0.010940599255263805,9116436135936.0,212844216320.0
246,4243,1506,1469,16,0,6122,1,37,0,44,318962.625,92138.75,-0.007197187747806311,8483231498240.0,332665815040.0
247,2183,2766,12,154,55,6311,5,3,13,100,366373.25,79797.375,-0.18596696853637695,671681871872.0,2213885247488.0
248,3651,2694,102,15,0,98,4,32,2,7,335097.1875,99619.09375,0.04379212483763695,1161381150720.0,294978453504.0
249,6550,1446,499,32,0,2907,9,99,13,34,146488.890625,94169.15625,0.00638918299227953,3801151176704.0,588215287808.0
250,6575,1265,610,15,0,157,5,45,13,4,298958.25,100210.2109375,0.046862680464982986,4273503207424.0,323920429056.0
251,7611,3486,1306,45,0,2515,6,53,9,82,272578.8125,84632.6484375,-0.052419815212488174,8103390085120.0,470529867776.0
252,139,526,1937,51,0,1401,5,12,18,95,386526.25,82074.46875,-0.067022904753685,9992744730624.0,383530041344.0
253,5534,1057,170,15,2,1184,6,17,20,87,341113.6875,82784.9375,-0.1485540270805359,1876951040000.0,406720741376.0
254,3700,1518,1125,12,0,1242,3,5,0,31,409023.125,94811.625,0.012487896718084812,6449403527168.0,198057508864.0
255,3212,2718,1946,15,1,2685,3,3,2,82,394922.84375,84317.4140625,-0.10792353749275208,10620614213632.0,292960141312.0
256,1990,3834,1108,47,0,6153,4,64,18,97,241445.765625,81648.828125,-0.07090146094560623,6243840163840.0,573393469440.0
257,2139,1105,97,16,3,7268,5,51,9,2,252125.125,99465.0625,-0.06412549316883087,1134133772288.0,465321033728.0
258,4612,2633,101,14,0,1541,5,15,18,4,382589.9375,100172.0703125,0.04550991207361221,1376192823296.0,223524749312.0
259,6721,2630,1562,47,1,1375,0,67,17,35,226240.34375,93793.96875,-0.047603946179151535,9217592262656.0,455641530368.0
260,7358,901,901,46,0,1186,0,35,20,28,325558.84375,95407.625,0.016417117789387703,5937266425856.0,312781930496.0
261,56,3,38,1975,56,4742,89,11,29,99,343507.28125,79924.796875,-0.19487808644771576,377296650240.0,4431542222848.0
262,7030,2304,1638,62,1,1911,5,8,18,92,381110.0625,82315.1875,-0.12008804827928543,9680056221696.0,378337624064.0
263,7607,2982,100,28,1,1503,0,63,22,37,236829.4375,93387.734375,-0.049986474215984344,1891055828992.0,431774629888.0
264,6072,2150,1089,0,3,4304,1,20,13,51,326472.5,89662.0,-0.12379436939954758,6789703139328.0,345258622976.0
265,5128,1802,638,29,8,5848,1,95,2,99,138328.875,80007.578125,-0.18402811884880066,4372577386496.0,842958176256.0
266,2165,2662,69,17,1,2153,11,56,18,66,253850.203125,87534.125,-0.0880962461233139,808704540672.0,557439385600.0
267,6054,1502,1875,6,3,6376,6,13,10,34,344486.28125,93045.828125,-0.10400227457284927,10886477512704.0,334332133376.0
268,5952,101,1630,49,1,1745,0,21,13,19,350042.5625,97003.234375,-0.02797141671180725,9445381767168.0,290200354816.0
269,6615,1054,65,62,0,6947,5,60,31,55,254165.84375,89936.625,-0.021165262907743454,1737765683200.0,497386520576.0
270,2948,2581,1302,15,2,858,5,33,50,93,300128.1875,81579.0,-0.15589705109596252,7210727899136.0,491386437632.0
271,5252,3425,1094,15,0,3722,4,65,1,87,238935.484375,83622.859375,-0.05915483087301254,6651326758912.0,489318252544.0
272,832,1411,1146,45,3,1194,0,47,20,92,257791.109375,81473.40625,-0.17222724854946136,6055912275968.0,577486782464.0
273,3445,2974,922,15,1,2946,0,12,5,83,370948.875,84114.734375,-0.10884575545787811,5427815251968.0,310686449664.0
274,2952,1925,609,31,11,2843,2,43,2,99,267367.875,80039.203125,-0.18261884152889252,3735677042688.0,797948968960.0
275,5560,1158,1866,15,3,47,4,70,13,95,200528.875,80884.640625,-0.17548596858978271,10523519221760.0,614749241344.0
276,7579,1401,1636,49,1,797,0,44,9,2,289628.3125,100449.0546875,-0.005681363400071859,9724746530816.0,330607624192.0
277,2422,3946,26,19,0,159,10,51,2,27,280775.5,95628.53125,0.018350746482610703,560542121984.0,455634583552.0
278,1976,3831,16,1228,15,582,4,96,21,97,135933.40625,80473.203125,-0.17844124138355255,447133450240.0,2176935133184.0
279,4218,3438,38,113,3,2423,5,66,5,84,210821.84375,83059.4375,-0.1639183908700943,1017220300800.0,663958061056.0
280,2946,805,1525,15,1,7201,5,32,13,98,316660.875,81054.4609375,-0.13021495938301086,8583533035520.0,459619008512.0
281,133,2718,250,31,3,6841,5,5,2,84,362032.75,83008.1796875,-0.1660291850566864,1552712466432.0,399628042240.0
282,386,1505,1945,12,3,1253,2,4,10,28,367426.53125,94353.515625,-0.09241528809070587,10071304044544.0,290196750336.0
283,5448,2837,229,12,0,7007,10,61,14,6,253898.671875,99662.96875,0.03854578360915184,2376483209216.0,414205050880.0
284,7755,3161,581,62,1,2095,7,49,9,1,276105.875,100609.03125,-0.006490733474493027,4401136140288.0,396486737920.0
285,1604,1392,1430,46,3,3813,9,66,11,93,210351.4375,81223.34375,-0.17675235867500305,7739922710528.0,701497933824.0
286,5508,1158,954,17,0,1008,5,70,22,44,226952.3125,92222.78125,-0.003704580944031477,5880084955136.0,491851055104.0
287,68,2329,99,68,63,5541,58,62,29,100,218842.75,79748.75,-0.1924750804901123,720853008384.0,2999825465344.0
288,4536,1478,1382,15,3,662,4,52,10,81,245733.625,83693.7890625,-0.15848003327846527,7889616896000.0,541252648960.0
289,56,3,38,1975,56,4742,89,20,29,99,321389.8125,79924.9375,-0.19487276673316956,377296650240.0,4468737835008.0
290,3651,1353,1642,15,3,162,0,0,10,0,379127.6875,100020.71875,-0.05607911944389343,9048514625536.0,222818205696.0
291,2182,3674,13,73,1,610,0,25,13,55,337532.875,89789.046875,-0.07137622684240341,468655407104.0,390649348096.0
292,6200,2567,238,223,10,3513,23,96,21,96,135666.90625,80608.265625,-0.18223850429058075,2426010599424.0,1188345675776.0
293,175,1422,17,51,63,646,5,99,10,84,128986.703125,83091.03125,-0.16220834851264954,141070073856.0,2838354722816.0
294,3697,3682,41,35,51,7194,66,43,2,100,265458.5625,79734.0234375,-0.19375890493392944,1115930755072.0,2450842189824.0
295,3714,2329,1141,12,3,6938,2,61,13,28,225876.328125,94249.921875,-0.09611046314239502,6741550956544.0,484604903424.0
296,5559,1265,701,15,3,237,5,69,13,32,205865.3125,93568.515625,-0.0968857854604721,4565476311040.0,533614460928.0
297,59,230,100,1975,63,4710,58,51,29,100,245976.875,79755.578125,-0.19219036400318146,694091513856.0,4627019333632.0
298,4279,2666,1953,15,0,3430,5,20,1,74,364928.46875,86209.46875,-0.04347708448767662,10869373140992.0,323806953472.0
299,1926,1522,51,58,3,2990,11,92,9,99,145648.375,80027.828125,-0.1838809847831726,705473347584.0,829693034496.0
300,3908,2971,102,33,1,1358,0,2,5,83,397747.0,84142.984375,-0.10713464021682739,1252084416512.0,289656668160.0
301,3205,1409,613,49,1,4994,0,0,25,44,404687.8125,91909.65625,-0.06168600916862488,3878666895360.0,254154653696.0
302,589,1518,1950,50,0,6979,1,16,10,90,375460.125,82997.859375,-0.06420247256755829,10341127815168.0,361405612032.0
303,6072,1165,1117,15,3,657,5,37,14,46,284513.9375,90738.46875,-0.11486984044313431,6800020602880.0,436644347904.0
304,4015,2737,18,14,0,3202,4,3,13,0,416269.75,100926.2578125,0.04880237579345703,907900289024.0,161893613568.0
305,7,37,4,2000,63,667,18,51,26,6,251668.59375,98778.71875,-0.06640275567770004,46030716928.0,4309970845696.0
306,5275,2582,926,45,0,936,2,96,5,90,152442.21875,83074.453125,-0.05984118953347206,5693537517568.0,631365107712.0
307,4490,3046,602,33,1,1088,6,55,5,0,260206.78125,100840.578125,-0.0038937272038310766,3903549603840.0,403860717568.0
308,6727,1408,1376,14,3,3564,6,78,22,35,183290.6875,92885.359375,-0.10405278950929642,8346171080704.0,550175637504.0
309,4036,1817,91,71,63,5530,58,60,29,100,223773.3125,79747.8671875,-0.19256563484668732,1370241236992.0,2907088093184.0
310,8103,1181,37,48,7,2881,96,60,18,100,222920.40625,79740.9296875,-0.19595038890838623,1705109356544.0,1249632059392.0
311,189,2345,30,137,2,675,8,60,6,31,234142.4375,94073.671875,-0.07793756574392319,211125141504.0,663014211584.0
312,5719,1201,746,14,0,3334,5,50,13,100,280666.34375,81122.25,-0.07124357670545578,4936707866624.0,476615868416.0
313,138,3350,100,8,0,861,5,91,45,67,167292.46875,87644.515625,-0.031597353518009186,567432249344.0,733020880896.0
314,7830,1177,1098,15,3,7331,4,34,13,39,292200.78125,92034.5703125,-0.11025426536798477,7252240498688.0,398540472320.0
315,6215,3336,16,1220,15,614,4,96,10,98,135897.75,80272.2109375,-0.17973031103610992,1186225979392.0,2104631230464.0
316,582,2641,1430,15,3,4955,1,14,50,90,339615.4375,81813.578125,-0.1728724241256714,7603673366528.0,429045415936.0
317,5503,2687,1171,14,3,3539,4,14,21,81,339920.375,83640.359375,-0.1611868441104889,7082585096192.0,401224761344.0
318,389,1997,25,948,63,3198,42,20,29,99,323036.875,79989.859375,-0.18811970949172974,312380162048.0,3488239845376.0
319,391,2043,30,1992,4,2971,18,8,29,100,353549.5625,79815.84375,-0.1861800104379654,330047356928.0,2257933828096.0
320,2959,3901,473,116,63,4760,95,99,2,100,127132.0625,79722.578125,-0.19672070443630219,3110507380736.0,3263226707968.0
321,7497,2662,1059,0,0,1202,5,15,18,51,380012.5625,90824.1640625,-0.012666880153119564,6771006504960.0,263516487680.0
322,2431,1377,1363,9,3,7468,5,12,11,66,345425.5625,86614.8125,-0.14387246966362,7674181713920.0,385466564608.0
323,7802,2790,1469,15,0,3261,5,64,13,31,244290.75,94759.65625,0.009679295122623444,8998413664256.0,409054740480.0
324,5567,2432,1250,14,3,2967,4,49,21,80,253159.765625,83851.640625,-0.15946823358535767,7477338832896.0,511613960192.0
325,1591,2977,352,15,0,608,1,0,14,39,422660.59375,93232.40625,0.0038244847673922777,2101380907008.0,187732934656.0
326,7238,1287,1921,16,0,7776,5,97,10,83,149784.59375,84378.78125,-0.056356240063905716,11379180306432.0,592492036096.0
327,3659,1062,1466,0,2,2030,0,1,8,7,386088.34375,98876.75,-0.04851001128554344,8216934088704.0,188245098496.0
328,2233,3041,1594,15,3,5999,6,39,14,92,277375.9375,81404.734375,-0.17604734003543854,8768842629120.0,526821359616.0
329,3704,2982,420,48,0,6265,1,27,9,53,346419.34375,90348.359375,-0.01790601760149002,3023739551744.0,334488043520.0
330,3768,2469,25,62,1,3255,0,24,29,99,338239.5625,80891.46875,-0.12911389768123627,902675824640.0,432664641536.0
331,3704,3466,8,26,45,5093,10,35,14,100,286884.0,79801.0,-0.1862814873456955,871544913920.0,1902555168768.0
332,5499,1438,1172,14,2,4048,3,14,9,13,352405.59375,97616.78125,-0.05825430154800415,7105575649280.0,269039075328.0
333,5703,2942,1944,17,0,6471,4,49,13,18,286778.0,97291.0,0.023858889937400818,11182120370176.0,346430111744.0
334,3704,2969,419,15,0,6073,5,88,10,9,178564.0625,99085.53125,0.03579292446374893,3011615391744.0,510017536000.0
335,7736,3064,145,47,2,288,1,28,1,35,315692.28125,93282.34375,-0.08184032142162323,2099588890624.0,352349683712.0
336,5496,2659,1895,14,3,6703,3,1,26,82,372093.46875,83406.5625,-0.1635880321264267,10903668916224.0,357811912704.0
337,7752,1279,957,15,3,4268,4,28,10,28,307718.15625,94282.265625,-0.09547606110572815,6405005246464.0,364424003584.0
338,5907,2939,25,46,0,1743,14,93,1,83,160908.46875,84443.109375,-0.053041405975818634,1219875176448.0,683894374400.0
339,2120,2321,352,9,0,6840,5,4,2,29,411637.375,95105.703125,0.011079463176429272,2420813070336.0,204259000320.0
340,8121,1334,951,48,3,96,6,96,14,60,137463.375,87930.53125,-0.13199955224990845,6286325841920.0,659890503680.0
341,4160,2812,125,49,2,6495,5,96,10,99,139322.875,80310.328125,-0.1665232926607132,1601110147072.0,711090569216.0
342,7291,2560,538,0,6,2991,13,98,50,91,131041.171875,81626.09375,-0.17459158599376678,4132888903680.0,816846733312.0
343,3656,3033,602,0,2,6166,0,1,8,6,386021.03125,98991.671875,-0.05003228038549423,3943612547072.0,187253653504.0
344,8040,2726,1202,15,3,7008,4,32,13,41,297061.25,91635.609375,-0.1126861646771431,7809495203840.0,395200856064.0
345,68,2639,1133,8,0,67,0,0,10,79,420856.15625,85280.0,-0.04518243297934532,5815240491008.0,228876992512.0
346,8120,2664,419,8,0,5753,5,96,10,42,154451.0625,92534.515625,-0.004773021675646305,3768679137280.0,525597409280.0
347,3460,2622,1642,15,3,5971,6,39,14,47,279353.5625,90439.9296875,-0.1200353354215622,9227179393024.0,459884331008.0
348,4012,2929,1002,112,3,774,5,34,2,99,289658.6875,80068.2890625,-0.18117082118988037,5856884162560.0,580089479168.0
349,392,925,825,462,3,4854,15,61,10,100,222328.828125,79800.03125,-0.186691552400589,4469313503232.0,1102092697600.0
350,3494,2971,933,46,1,1407,1,4,5,47,393973.125,91381.1875,-0.06247634068131447,5436522627072.0,266251206656.0
351,2100,1689,31,72,0,5497,5,12,61,24,389571.46875,96097.796875,0.017131458967924118,724818591744.0,324479483904.0
352,7782,1177,1034,47,1,674,4,45,13,39,284746.15625,93001.796875,-0.05226768180727959,6673357864960.0,407254564864.0
353,3904,2969,146,33,1,690,5,13,3,32,370593.21875,94412.140625,-0.043280430138111115,1452299649024.0,293486788608.0
354,7862,3512,63,7,0,2722,4,24,13,50,354947.6875,90993.8359375,-0.012396508827805519,1790475370496.0,292006297600.0
355,59,3353,0,1876,55,605,9,96,2,2,140569.515625,99603.3125,-0.05995335802435875,32341116928.0,4031850217472.0
356,3994,1553,1,13,0,865,5,11,10,3,393855.125,100391.5703125,0.04767235368490219,731950743552.0,211097878528.0
357,3726,3512,60,48,0,3218,4,31,13,60,334932.375,88996.3125,-0.02512459270656109,1073214849024.0,382302781440.0
358,4536,2599,673,0,2,1745,1,30,6,38,310384.9375,92644.59375,-0.08704987913370132,4299043635200.0,334125891584.0
359,4480,694,87,47,3,252,6,97,13,60,134981.453125,87928.6640625,-0.13204233348369598,1234511462400.0,756401504256.0
360,1977,3193,1538,15,3,4256,6,88,14,95,155776.375,80818.71875,-0.1791309416294098,8373975121920.0,712176697344.0
361,7799,1022,961,497,3,5332,8,35,10,100,286942.0625,79800.78125,-0.18616756796836853,6472481636352.0,919961796608.0
362,8102,1283,1933,15,1,6494,5,16,13,28,362564.75,95099.15625,-0.04319382086396217,11544257626112.0,273575706624.0
363,3515,1713,1898,8,3,3900,5,4,1,44,366384.125,91074.890625,-0.1151762381196022,10471922991104.0,315367587840.0
364,3975,2804,15,1252,42,665,10,92,10,100,145657.1875,79863.296875,-0.18298326432704926,793027280896.0,3067591262208.0
365,5508,2657,660,1,1,2128,3,29,53,2,329543.5,100397.1953125,-0.007700389251112938,4415661539328.0,287536054272.0
366,6981,2713,1893,39,0,5359,7,79,10,44,201707.140625,92139.171875,-0.00803681742399931,11102908841984.0,510894637056.0
367,7046,2713,481,56,1,1171,0,79,9,32,194344.96875,94405.0078125,-0.04332160949707031,3732005453824.0,495759130624.0
368,388,1750,21,70,63,4710,58,52,17,99,243552.765625,79958.2578125,-0.19086536765098572,346883883008.0,2960747397120.0
369,955,2633,1138,16,0,94,0,0,13,82,420725.9375,84681.2578125,-0.04898196458816528,5996235718656.0,240485400576.0
370,4512,3067,121,17,2,6471,2,94,61,98,144481.9375,80505.453125,-0.16533471643924713,1641030877184.0,676814454784.0
371,4023,2990,384,15,0,6886,2,3,0,30,414485.0625,94909.6015625,0.010152919217944145,2917605048320.0,182687072256.0
372,8039,2910,1188,15,3,6464,4,49,13,21,255984.9375,95656.7109375,-0.08764249831438065,7717797232640.0,419942825984.0
373,4608,2462,291,8,0,3974,5,10,9,10,396062.9375,98919.8125,0.03560461103916168,2437052104704.0,199341768704.0
374,378,2354,0,177,34,162,5,7,9,50,358760.9375,89945.515625,-0.11923931539058685,71711997952.0,1532681650176.0
375,5628,1438,746,7,2,3983,5,17,22,2,345352.90625,99823.765625,-0.044836752116680145,4944542302208.0,277058813952.0
376,6744,1656,1154,15,0,3167,4,47,18,43,291106.09375,92375.3359375,-0.004773780237883329,7198007623680.0,370591367168.0
377,2176,3511,387,47,0,4966,4,63,13,59,245681.65625,89168.328125,-0.025122392922639847,2541397475328.0,519386005504.0
378,7804,3727,1002,15,0,93,3,93,2,28,163688.71875,95436.921875,0.017448624595999718,6492152922112.0,490638245888.0
379,7580,681,106,47,3,3939,10,62,9,32,223035.53125,93479.734375,-0.1009843572974205,2005941354496.0,537274155008.0
380,6266,873,101,8,0,3228,4,81,18,36,196648.28125,93767.515625,0.004355292301625013,1725662494720.0,503717167104.0
381,139,3336,25,36,15,933,5,91,45,99,148237.46875,80060.578125,-0.18153198063373566,186232979456.0,1204533985280.0
382,7098,2463,1818,46,3,7022,4,62,10,80,220862.03125,83808.6875,-0.161158487200737,10799943778304.0,565203828736.0
383,3651,702,84,15,0,2014,0,33,1,0,332777.71875,100966.78125,0.05077999457716942,1139116736512.0,276534755328.0
384,4026,1590,108,7,3,6761,6,12,10,3,348744.78125,99266.71875,-0.0654568001627922,1500447244288.0,298283532288.0
385,6223,414,85,35,15,3170,66,53,2,100,240878.15625,79769.09375,-0.19226302206516266,1634141470720.0,1327137554432.0
386,3655,2968,915,47,3,1984,7,39,21,95,277306.59375,80848.984375,-0.17765295505523682,5393439260672.0,557376733184.0
387,611,2561,486,14,0,1104,2,9,10,61,396416.125,88842.46875,-0.023982282727956772,2634956406784.0,264445231104.0
388,635,1393,106,8,0,3228,4,89,17,44,173929.5625,92178.6640625,-0.005328022874891758,771018194944.0,670551638016.0
389,7555,2918,1018,15,0,604,3,93,13,95,160632.53125,82090.546875,-0.06558284163475037,6549368471552.0,586137731072.0
390,8121,3369,933,0,0,290,5,11,13,87,389635.5625,83675.859375,-0.05607244744896889,6201241763840.0,295084752896.0
391,71,2811,18,1268,50,671,10,92,13,91,145998.0,81675.546875,-0.17166003584861755,128997777408.0,3432572780544.0
392,124,3385,1899,39,3,1054,0,35,30,56,289120.875,88719.4453125,-0.12715335190296173,9782916284416.0,476541190144.0
393,3972,2150,421,32,1,1152,3,6,10,9,390648.0,99028.2421875,-0.014879375696182251,2888990720000.0,225682358272.0
394,125,1681,61,138,0,3953,5,6,22,67,404261.125,87589.390625,-0.034497492015361786,478285332480.0,393500983296.0
395,4155,2961,1701,6,0,2736,5,49,22,95,283271.75,82051.90625,-0.06836027652025223,9532231122944.0,463666610176.0
396,7812,3241,1899,7,3,4255,7,66,21,92,210421.375,81417.5,-0.17572608590126038,11238017859584.0,579456401408.0
397,27,3333,5,1940,7,604,30,100,2,29,131267.40625,94144.3125,-0.0964074581861496,52334084096.0,2659094102016.0
398,71,2809,16,1223,10,1127,10,96,13,25,139180.65625,94954.2265625,-0.08949907124042511,135392632832.0,2002904940544.0
399,8058,2969,1244,15,3,1102,5,8,8,12,358309.625,97574.09375,-0.07277321070432663,7812216782848.0,288787857408.0
400,2531,1390,758,12,1,3186,5,9,21,2,382881.5625,100377.1875,-0.00870375894010067,4437781250048.0,234042294272.0
401,5567,2713,1029,17,2,3492,7,94,21,88,144831.375,82544.7109375,-0.15203388035297394,6364971663360.0,658302304256.0
402,4735,2175,797,49,3,1168,4,50,10,80,250725.671875,83886.03125,-0.15769992768764496,4947517636608.0,550723518464.0
403,4191,3234,986,47,0,1779,3,41,13,91,305797.84375,82857.953125,-0.06219482421875,5842787106816.0,446967513088.0
404,4024,2901,1040,22,3,662,7,47,13,84,257933.46875,83086.265625,-0.1626306176185608,6049447804928.0,545642938368.0
405,635,654,106,8,0,867,4,89,18,51,173639.6875,90836.515625,-0.011444634757936,684888948736.0,704550731776.0
406,3903,273,36,28,0,2197,5,51,10,24,280987.28125,96179.34375,0.020281115546822548,943900786688.0,450998697984.0
407,5759,1094,87,15,0,895,6,10,13,1,396724.625,100786.515625,0.04985633119940758,1480616312832.0,204146933760.0
408,120,3838,40,52,0,3330,5,4,9,99,409089.4375,81308.71875,-0.07018302381038666,347168014336.0,346889912320.0
409,386,342,55,44,0,3965,6,96,14,3,156639.9375,100313.234375,0.04436024650931358,493438107648.0,714270638080.0
410,3399,2971,24,47,3,6703,7,39,21,95,277219.875,80795.546875,-0.18015441298484802,959103500288.0,558388281344.0
411,3708,2881,92,15,0,6054,1,33,13,15,331691.59375,97895.5546875,0.028987832367420197,1337378734080.0,285575577600.0
412,6788,3417,364,7,0,2207,0,78,22,35,205163.609375,93991.984375,0.006972623988986015,3125846474752.0,441841942528.0
413,4733,414,274,6,3,3967,5,16,9,2,338982.625,99514.296875,-0.06290575116872787,2371516891136.0,305470865408.0
414,6340,2718,1893,24,0,5424,4,79,9,35,202220.984375,93929.375,0.0034092580899596214,10993694408704.0,472739315712.0
415,59,3366,100,1992,3,4711,8,51,29,100,247277.40625,79805.0390625,-0.18591229617595673,694127951872.0,2333795418112.0
416,7779,2416,22,31,1,861,2,80,2,31,191702.875,94613.421875,-0.04183892905712128,1498217709568.0,485371248640.0
417,3959,2969,603,16,0,6308,2,92,11,9,167450.09375,99085.15625,0.03597896173596382,4006658703360.0,501834842112.0
418,7354,1176,1945,0,0,7296,0,61,10,40,252216.046875,92920.15625,-0.0028815597761422396,11504744136704.0,369433640960.0
419,3990,3689,634,47,1,6784,2,17,13,78,357616.25,85070.734375,-0.10473527759313583,4188139421696.0,363541823488.0
420,312,3367,97,40,1,674,1,35,2,19,312665.25,97034.46875,-0.026363523676991463,575540428800.0,376304893952.0
421,4039,3169,10,41,5,4773,96,96,29,91,134820.8125,81524.5625,-0.18585799634456635,928428195840.0,1309804593152.0
422,8024,358,1530,15,0,7871,5,16,13,45,377293.65625,91916.6640625,-0.009658667258918285,9517553156096.0,266231382016.0
423,2944,2030,38,72,56,7289,21,99,2,99,128132.859375,79980.0,-0.18680478632450104,972954206208.0,2618497433600.0
424,3191,2158,674,32,3,7711,2,2,30,65,370367.21875,86812.453125,-0.14248314499855042,4287666585600.0,353787379712.0
425,3184,1950,986,14,3,3696,4,2,14,63,370467.4375,87257.453125,-0.13872933387756348,5737420423168.0,339585138688.0
426,4023,3845,798,18,0,7535,3,48,21,91,286127.25,82792.6796875,-0.06541190296411514,5060960452608.0,450048589824.0
427,4511,3377,922,0,0,1184,2,32,13,24,334099.1875,96204.484375,0.021271364763379097,5549106659328.0,276731199488.0
428,8071,1269,18,24,1,3491,6,95,2,35,151296.296875,93744.65625,-0.05000543221831322,1624511479808.0,551515324416.0
429,391,2681,1684,15,2,7132,6,3,9,68,377422.9375,86527.625,-0.12824158370494843,8950320726016.0,334120484864.0
430,4019,2448,409,0,0,1305,2,28,1,31,344894.15625,94811.8046875,0.012899483554065228,2841313804288.0,272715546624.0
431,8135,71,234,47,5,350,31,96,29,92,135745.75,81454.1953125,-0.17556172609329224,2626989064192.0,924612755456.0
432,3144,2158,387,0,0,6424,2,2,1,65,415562.8125,87964.984375,-0.032692793756723404,2763095277568.0,214565634048.0
433,7783,2894,15,16,1,7330,2,79,3,30,194309.09375,94698.03125,-0.044954609125852585,1699062874112.0,461803487232.0
434,7555,1254,987,127,0,5531,2,35,13,100,322580.375,81100.859375,-0.07228942215442657,6570385604608.0,485479710720.0
435,6779,654,404,8,0,4252,4,73,18,35,218984.21875,93945.34375,0.00461732130497694,3403681366016.0,456726085632.0
436,4024,2968,422,17,0,6491,2,93,12,17,164193.53125,97494.1875,0.02616550400853157,3097929711616.0,518527942656.0
437,4724,1641,77,46,1,609,6,12,22,77,371063.75,85354.046875,-0.09981732070446014,1238810099712.0,378200195072.0
438,60,158,101,1974,63,4750,58,48,22,100,253376.671875,79756.28125,-0.1921548694372177,700844670976.0,4612587782144.0
439,6776,2584,1658,15,0,1059,0,95,18,67,156199.8125,87649.0546875,-0.03185983747243881,9707158765568.0,545053310976.0
440,2333,3359,69,115,7,860,30,100,2,1,132910.65625,99776.671875,-0.06164945289492607,790781624320.0,989370712064.0
441,4672,1639,178,14,1,1049,4,48,22,76,274987.4375,85549.734375,-0.09873811155557632,1762929147904.0,475331297280.0
442,7782,2910,947,16,2,7330,4,61,13,38,231181.375,92548.9921875,-0.09082051366567612,6470729465856.0,451746136064.0
443,3144,3830,1249,15,3,7520,3,62,13,87,220597.625,82402.3515625,-0.169767826795578,7216516562944.0,568866308096.0
444,3771,1185,1923,15,0,6585,2,17,13,44,374677.4375,92129.296875,-0.007825678214430809,10742436724736.0,269063159808.0
445,634,2945,15,15,0,1102,5,9,11,12,398879.0625,98593.9375,0.036358542740345,227367649280.0,224542457856.0
446,7548,3497,428,63,3,3231,0,78,21,28,183787.0625,94306.0625,-0.0943043977022171,3623182401536.0,541644128256.0
447,442,3125,228,7,3,3745,11,91,21,95,148264.09375,80819.234375,-0.1795012652873993,1380921114624.0,783271395328.0
